Ntriples,Ntrials,Mean Query2(ms), Std Query2(ms), Nres Query2,Mean Query3(ms), Std Query3(ms), Nres Query3,Mean Query4(ms), Std Query4(ms), Nres Query4,Mean Query5(ms), Std Query5(ms), Nres Query5,Mean Query6(ms), Std Query6(ms), Nres Query6,Mean Query7(ms), Std Query7(ms), Nres Query7
188684,10,4.10,0.83,16,131.50,389.50,1,0.80,0.40,1,8930.40,3423.59,1,10540.70,2313.38,10,315.40,354.30,10
189666,10,1.40,0.49,1,4.50,0.81,16,1.50,0.67,4,8876.10,2677.36,2,9952.00,3463.96,10,628.50,685.44,10
190630,10,1.30,0.46,1,4.40,0.49,16,1.10,0.30,4,10091.20,3631.18,2,10374.10,3908.75,10,351.50,428.21,10
191543,10,4.40,0.66,16,4.10,0.30,16,0.80,0.40,1,11887.30,3083.37,1,10476.20,3531.25,10,454.70,488.32,10
192520,10,3.40,0.92,16,1.20,0.40,1,1.40,0.49,4,9149.60,2619.99,2,10846.40,3636.66,10,684.50,750.92,10
193504,10,3.40,0.80,16,1.00,0.00,1,1.00,0.45,4,12415.80,3944.70,2,13024.30,3474.62,10,587.00,578.06,10
194438,10,4.80,0.60,16,1.30,0.46,1,1.40,0.49,4,11166.70,3839.40,1,13422.60,3530.99,10,595.90,643.20,10
195428,10,1.50,0.50,1,1.20,0.40,1,1.50,0.67,4,10586.80,3492.62,2,13086.70,3254.21,10,760.80,705.64,10
196421,10,3.20,0.98,16,3.20,0.75,16,0.70,0.46,1,18009.80,5009.41,2,19458.60,2108.25,10,799.40,633.00,10
197379,10,4.00,1.10,16,1.30,0.46,1,0.60,0.49,1,16835.40,2927.41,1,18042.70,1170.02,10,839.00,664.63,10
198351,10,1.10,0.30,1,3.50,0.50,16,1.30,0.46,4,16745.00,2500.63,1,15943.90,4641.34,10,763.80,679.79,10
199381,10,1.40,0.49,1,4.20,0.75,16,0.60,0.49,1,14519.80,1785.74,1,15740.60,1195.05,10,695.30,643.59,10
200339,10,1.00,0.45,1,4.30,0.46,16,1.40,0.49,4,15869.00,3082.25,2,16822.50,1467.70,10,813.90,650.92,10
201320,10,4.40,0.66,16,3.90,0.54,16,0.60,0.49,1,16393.10,1071.84,1,17309.30,1330.24,10,987.00,651.85,10
202260,10,132.90,387.70,16,4.60,0.66,16,1.40,0.49,4,17607.60,1596.24,2,18289.80,1077.54,10,701.50,632.20,10
203265,10,3.90,0.94,16,129.50,375.50,16,0.80,0.40,1,17697.50,1231.67,1,18030.10,1129.17,10,964.20,634.01,10
204235,10,1.10,0.30,1,1.40,0.49,1,1.40,0.49,4,18582.80,1201.05,1,18848.70,1513.31,10,810.20,637.39,10
205170,10,3.80,0.60,16,0.90,0.30,1,0.80,0.60,1,18972.60,1216.22,2,19738.40,1559.45,10,956.10,651.96,10
206130,10,4.10,0.54,16,1.40,0.49,1,0.80,0.60,1,19156.50,1688.45,2,19680.60,1807.09,10,1015.60,901.19,10
207108,10,3.50,0.81,16,1.10,0.30,1,1.30,0.46,4,19179.90,1245.71,1,19943.60,1232.59,10,1002.50,650.08,10
208078,10,1.20,0.40,1,1.40,0.49,1,1.30,0.46,4,19562.60,1402.35,1,20061.90,1016.60,10,786.20,617.04,10
209042,10,1.20,0.40,1,4.50,0.67,16,1.40,0.49,4,19986.10,1710.22,2,20453.10,1309.62,10,960.20,647.40,10
210035,10,0.90,0.54,1,2.80,0.60,16,0.90,0.30,4,3840.30,465.16,2,4013.30,464.73,10,180.90,66.98,10
210994,10,2.40,0.49,16,0.80,0.40,1,0.60,0.49,1,3767.20,349.60,1,3614.60,209.41,10,154.80,46.71,10
211938,10,2.60,0.49,16,0.90,0.30,1,0.50,0.50,1,3319.70,257.63,1,3425.60,393.65,10,139.40,27.74,10
212870,10,0.80,0.60,1,0.90,0.30,1,0.50,0.50,1,3101.90,173.05,2,3249.10,315.93,10,139.80,17.97,10
213822,10,2.60,0.49,16,3.00,0.77,16,0.90,0.30,4,3203.20,245.21,2,3148.50,225.39,10,139.60,17.89,10
214825,10,0.90,0.30,1,0.90,0.30,1,0.50,0.50,1,3322.70,300.94,1,3362.30,209.74,10,174.90,38.48,10
215774,10,2.50,0.50,16,1.00,0.45,1,0.50,0.50,1,3334.60,275.74,1,3423.50,225.05,10,151.30,26.63,10
216747,10,2.60,0.66,16,2.80,0.75,16,0.50,0.50,1,3403.10,212.19,1,3390.00,178.87,10,145.50,27.63,10
217730,10,0.80,0.40,1,0.90,0.30,1,0.50,0.50,1,3330.50,255.13,1,3469.20,273.29,10,142.50,21.66,10
218660,10,0.70,0.46,1,1.00,0.45,1,0.60,0.49,1,3324.40,237.96,2,3508.20,258.89,10,142.30,21.66,10
219652,10,1.00,0.45,1,1.00,0.00,1,0.60,0.49,1,3463.90,292.50,1,3435.80,157.09,10,143.80,26.20,10
220635,10,2.70,0.64,16,0.80,0.60,1,1.00,0.45,4,3318.60,210.06,2,3390.20,259.02,10,153.00,38.30,10
221613,10,2.60,0.66,16,2.70,0.46,16,0.60,0.49,1,3383.20,429.20,1,3385.90,259.00,10,137.90,17.89,10
222606,10,2.70,0.64,16,2.50,0.50,16,0.60,0.49,1,3234.70,150.92,1,3467.90,285.45,10,140.60,20.49,10
223536,10,2.40,0.49,16,1.10,0.54,1,1.00,0.00,1,3233.20,183.97,1,3486.70,455.69,10,137.20,27.48,10
224544,10,0.80,0.60,1,0.90,0.30,1,0.90,0.54,4,3394.70,381.45,1,3329.50,191.61,10,139.80,25.01,10
225477,10,0.80,0.40,1,0.80,0.40,1,0.60,0.49,1,3354.90,295.46,1,3460.10,457.32,10,132.00,16.27,10
226534,10,0.70,0.46,1,0.80,0.40,1,0.90,0.54,4,3430.20,293.02,1,3455.90,235.81,10,195.20,188.91,10
227535,10,1.00,0.45,1,1.00,0.77,1,0.50,0.50,1,3251.20,183.49,1,3524.50,303.57,10,138.90,23.49,10
228496,10,4.40,0.66,16,1.20,0.40,1,0.70,0.46,1,3414.30,226.54,2,3389.20,213.01,10,146.20,26.76,10
229477,10,3.20,0.87,16,3.10,0.30,16,0.50,0.50,1,3356.40,237.07,1,3480.40,277.20,10,148.80,25.98,10
230406,10,2.60,0.66,16,2.70,0.46,16,0.60,0.49,1,3514.90,334.97,1,3458.00,237.68,10,183.80,158.91,10
231361,10,2.50,0.50,16,0.90,0.30,1,0.50,0.50,1,3590.20,320.45,1,3533.10,359.61,10,162.60,41.82,10
232301,10,0.80,0.60,1,2.90,0.54,16,0.60,0.49,1,3359.10,147.15,2,3579.90,269.25,10,141.00,29.87,10
233255,10,0.90,0.54,1,0.90,0.30,1,0.80,0.40,4,3438.30,266.57,1,3358.50,155.44,10,138.00,23.73,10
234198,10,1.00,0.45,1,0.90,0.30,1,0.90,0.30,4,3304.90,136.56,1,3525.30,348.03,10,150.70,35.01,10
235164,10,2.60,0.66,16,0.90,0.30,1,0.90,0.30,4,3469.00,249.31,1,3403.80,185.86,10,153.20,27.87,10
236130,10,1.00,0.45,1,0.80,0.40,1,0.50,0.50,1,3360.80,217.67,2,3597.10,301.72,10,138.30,23.00,10
237076,10,0.90,0.54,1,0.90,0.54,1,0.60,0.49,1,3413.30,216.26,1,3473.70,275.69,10,136.60,20.65,10
238035,10,2.50,0.50,16,2.80,0.75,16,0.80,0.40,4,3418.90,284.21,1,3504.50,264.40,10,140.90,24.34,10
239011,10,1.00,0.00,1,0.90,0.54,1,1.00,0.63,4,3494.20,294.40,1,3418.60,202.66,10,140.40,24.16,10
239955,10,4.50,0.67,16,2.60,0.49,16,1.00,0.45,4,3401.00,207.80,1,3523.50,335.01,10,139.40,24.66,10
240903,10,0.80,0.60,1,0.90,0.30,1,0.80,0.40,4,3382.50,194.50,1,3602.40,234.53,10,139.00,27.61,10
241872,10,0.80,0.40,1,0.90,0.30,1,0.80,0.40,4,3507.00,323.90,1,3567.10,281.36,10,153.40,34.31,10
242904,10,2.90,0.70,16,0.90,0.30,1,0.50,0.50,1,3521.60,273.48,1,3457.40,276.62,10,143.60,26.87,10
243839,10,0.80,0.40,1,0.90,0.30,1,0.50,0.50,1,3438.10,310.62,2,3518.10,375.45,10,182.90,149.74,10
244800,10,1.00,0.45,1,1.00,0.00,1,0.50,0.50,1,3651.10,378.17,2,3441.80,240.10,10,138.50,23.88,10
245727,10,2.60,0.49,16,2.70,0.64,16,0.90,0.30,4,3395.80,202.17,1,3573.40,280.85,10,139.70,21.73,10
246683,10,0.70,0.46,1,2.80,0.40,16,0.90,0.30,4,3460.70,243.97,1,3491.00,232.53,10,138.20,27.11,10
247639,10,2.60,0.49,16,0.90,0.30,1,0.50,0.50,1,3422.40,184.64,2,3556.00,396.28,10,142.50,20.17,10
248604,10,0.80,0.60,1,0.80,0.40,1,0.60,0.66,1,3616.70,341.93,1,3462.10,164.14,10,135.50,22.08,10
249571,10,3.00,0.00,16,0.90,0.30,1,0.60,0.49,1,3436.50,185.04,2,3627.20,361.19,10,140.30,19.92,10
250532,10,2.50,0.67,16,2.50,0.50,16,0.90,0.54,4,3578.70,319.96,2,3527.40,224.40,10,139.90,23.11,10
251485,10,2.70,0.64,16,2.80,0.40,16,1.00,0.00,4,3511.90,214.91,1,4054.00,490.08,10,149.60,24.52,10
252474,10,1.60,0.66,1,1.10,0.30,1,0.70,0.64,1,3727.20,272.49,1,3800.60,474.97,10,193.40,45.55,10
253436,10,0.80,0.40,1,2.20,0.40,16,0.60,0.49,1,3593.50,344.20,2,3581.10,221.22,10,136.90,15.73,10
254355,10,0.90,0.30,1,1.00,0.45,1,0.50,0.50,1,3579.70,262.33,1,3680.00,316.18,10,141.50,25.37,10
255355,10,0.80,0.40,1,1.00,0.45,1,0.60,0.49,1,3628.50,297.15,1,3641.30,251.71,10,134.70,16.80,10
256303,10,0.80,0.40,1,0.90,0.54,1,0.90,0.54,4,3587.50,296.89,1,3587.10,232.45,10,140.60,24.42,10
257255,10,2.80,0.75,16,2.90,0.30,16,0.50,0.50,1,3586.30,244.60,1,3744.50,355.18,10,147.10,27.58,10
258180,10,1.20,0.40,1,1.40,0.49,1,1.50,0.50,4,4168.20,504.28,1,3697.40,334.63,10,138.60,23.90,10
259168,10,0.90,0.30,1,0.90,0.30,1,0.90,0.30,4,3651.80,318.97,2,3537.80,147.03,10,201.90,203.96,10
260132,10,0.80,0.40,1,1.00,0.00,1,0.90,0.30,4,3584.10,197.58,2,3671.80,231.29,10,137.10,22.48,10
261081,10,3.30,0.78,16,2.60,0.49,16,0.50,0.50,1,3548.60,231.41,2,3728.90,281.03,10,140.30,22.49,10
262037,10,0.80,0.40,1,2.60,0.66,16,0.50,0.50,1,3618.40,340.16,2,3627.70,231.34,10,141.10,23.38,10
262999,10,0.90,0.30,1,2.50,0.50,16,0.60,0.49,1,3605.40,251.25,2,3738.20,340.77,10,140.30,23.04,10
263951,10,0.70,0.46,1,0.70,0.46,1,0.50,0.50,1,3675.20,398.85,1,3754.60,241.34,10,140.60,19.16,10
264940,10,0.70,0.64,1,2.40,0.49,16,0.60,0.49,1,3881.60,401.58,1,3723.80,224.52,10,144.10,27.28,10
265915,10,0.80,0.40,1,1.00,0.45,1,0.60,0.49,1,3596.20,220.27,1,3771.10,261.21,10,141.40,23.98,10
266908,10,2.60,0.66,16,2.80,0.60,16,0.60,0.49,1,3651.10,290.95,1,3777.20,261.04,10,138.40,16.09,10
267899,10,1.00,0.45,1,2.50,0.50,16,0.90,0.54,4,3714.60,375.69,2,3771.90,310.07,10,162.80,32.95,10
268900,10,2.50,0.50,16,2.50,0.50,16,0.50,0.50,1,3871.50,385.00,1,3696.10,235.39,10,140.40,23.05,10
269888,10,3.40,7.54,1,0.70,0.46,1,1.00,0.45,4,3758.90,342.01,2,3698.40,228.10,10,140.10,23.42,10
270834,10,0.80,0.60,1,1.00,0.45,1,0.50,0.50,1,3734.40,320.46,2,3848.30,308.05,10,141.90,25.13,10
271779,10,0.90,0.54,1,0.90,0.30,1,0.80,0.40,4,3772.20,477.98,1,3886.40,360.36,10,141.00,23.85,10
272784,10,2.80,0.60,16,0.90,0.54,1,0.60,0.49,1,3828.20,363.44,2,3764.90,222.50,10,143.10,24.41,10
273767,10,1.00,0.63,1,1.00,0.45,1,0.60,0.49,1,3814.50,369.62,1,3747.90,214.33,10,149.10,28.62,10
274716,10,0.90,0.54,1,2.60,0.49,16,0.80,0.40,4,3819.00,340.94,1,3862.80,330.05,10,142.50,23.83,10
275681,10,2.60,0.49,16,0.80,0.40,1,0.60,0.49,1,3731.10,213.41,1,3898.70,298.14,10,144.10,25.37,10
276692,10,1.00,0.45,1,0.90,0.30,1,0.50,0.50,1,3882.10,328.34,1,3896.00,380.90,10,142.80,18.43,10
277623,10,2.70,0.46,16,0.90,0.54,1,0.60,0.49,1,3870.80,330.24,2,4005.70,473.30,10,142.30,24.24,10
278592,10,0.80,0.40,1,0.70,0.64,1,0.60,0.49,1,3892.70,227.10,1,3797.20,220.62,10,146.60,24.39,10
279543,10,0.80,0.60,1,2.80,0.60,16,0.50,0.50,1,3868.10,347.41,2,3811.20,207.83,10,142.10,22.92,10
280519,10,0.90,0.54,1,0.80,0.40,1,0.60,0.49,1,3868.40,443.80,1,3815.20,235.37,10,138.70,23.32,10
281489,10,2.80,0.60,16,0.90,0.30,1,0.90,0.54,4,3866.20,321.42,1,3941.40,314.55,10,140.70,22.67,10
282485,10,0.80,0.40,1,0.90,0.30,1,1.00,0.45,4,3771.90,238.14,1,3940.70,320.27,10,141.80,20.95,10
283478,10,0.70,0.46,1,0.70,0.46,1,0.50,0.50,1,3892.40,299.89,1,3934.90,423.60,10,194.00,171.98,10
284418,10,2.50,0.50,16,3.00,0.45,16,0.60,0.49,1,3912.10,336.67,1,3976.10,350.28,10,142.50,26.90,10
285366,10,2.70,0.64,16,1.00,0.45,1,0.50,0.50,1,3954.80,353.48,1,3909.60,243.26,10,173.50,38.48,10
286286,10,0.80,0.40,1,1.00,0.00,1,0.50,0.50,1,3976.90,521.70,1,3909.40,297.59,10,139.90,17.74,10
287178,10,0.90,0.54,1,0.80,0.40,1,0.50,0.50,1,4012.60,372.03,1,3919.00,226.95,10,141.90,19.77,10
288109,10,0.80,0.40,1,1.10,0.30,1,1.00,0.00,4,3862.00,325.14,1,3992.00,381.18,10,147.00,25.06,10
289141,10,0.90,0.30,1,3.10,0.54,16,0.50,0.50,1,3890.30,310.10,1,4015.40,361.27,10,151.80,25.46,10
290136,10,2.40,0.49,16,0.90,0.30,1,0.50,0.50,1,4068.20,385.41,1,4000.00,322.35,10,142.70,19.86,10
291086,10,1.10,0.54,1,1.10,0.30,1,0.50,0.50,1,3861.00,247.37,1,4015.20,291.84,10,143.10,23.63,10
292043,10,0.80,0.60,1,0.80,0.60,1,0.50,0.50,1,3917.10,265.29,2,4050.20,290.99,10,143.50,26.80,10
293003,10,1.00,0.45,1,0.90,0.30,1,0.90,0.54,4,3932.70,246.93,2,4096.80,397.32,10,145.50,21.10,10
293910,10,0.90,0.54,1,2.70,0.64,16,0.80,0.40,4,3911.40,287.06,1,4051.10,479.91,10,206.90,205.83,10
294873,10,1.60,0.49,1,1.40,0.49,1,0.90,0.54,1,4002.70,288.59,1,4056.70,281.85,10,142.30,23.24,10
295860,10,2.80,0.60,16,2.50,0.50,16,0.60,0.49,1,3989.40,294.42,1,4266.40,583.68,10,146.30,19.37,10
296806,10,0.80,0.40,1,2.60,0.49,16,0.60,0.49,1,3949.20,287.16,1,4113.20,353.85,10,143.30,24.13,10
297791,10,2.50,0.67,16,2.60,0.49,16,0.60,0.49,1,3909.40,242.32,1,4100.60,272.41,10,142.70,23.63,10
298742,10,0.80,0.60,1,0.90,0.30,1,0.90,0.30,4,3953.50,289.52,1,4239.30,483.78,10,143.10,28.43,10
299674,10,2.80,0.87,16,1.00,0.45,1,0.80,0.40,4,4018.50,245.31,1,4083.80,361.09,10,196.40,175.61,10
300630,10,1.00,0.45,1,2.50,0.50,16,0.50,0.50,1,3991.90,255.83,2,4148.10,334.86,10,146.10,25.80,10
301607,10,2.40,0.66,16,1.00,0.00,1,0.50,0.50,1,4048.30,330.29,2,4140.60,362.11,10,144.30,19.72,10
302551,10,0.90,0.30,1,0.70,0.46,1,0.50,0.50,1,4001.30,257.67,1,4200.10,370.88,10,142.60,23.30,10
303545,10,1.60,0.66,1,1.60,0.66,1,0.80,0.40,1,4026.90,261.34,1,4236.00,351.47,10,145.20,18.57,10
304515,10,2.80,0.40,16,0.90,0.30,1,0.50,0.50,1,4090.80,254.80,2,4244.60,360.35,10,198.10,28.89,10
305543,10,0.90,0.54,1,0.90,0.30,1,0.50,0.50,1,4129.00,321.04,1,4059.10,265.61,10,209.20,213.31,10
306508,10,0.80,0.40,1,2.70,0.46,16,0.50,0.50,1,4162.70,370.69,1,4091.00,270.85,10,206.00,199.87,10
307519,10,0.80,0.60,1,1.00,0.45,1,0.90,0.30,4,4185.30,319.79,1,4344.60,444.00,10,145.40,24.23,10
308404,10,0.80,0.40,1,0.90,0.54,1,0.50,0.50,1,4169.50,366.82,1,4221.90,314.63,10,144.80,28.41,10
309398,10,1.40,0.49,1,1.50,0.50,1,0.90,0.54,1,4119.20,258.49,1,4255.60,390.27,10,149.00,31.58,10
310340,10,2.40,0.49,16,0.90,0.54,1,0.50,0.50,1,4108.90,249.78,1,4349.60,423.06,10,146.80,24.73,10
311326,10,0.80,0.40,1,1.00,0.45,1,0.50,0.50,1,4131.50,273.32,1,4217.90,374.60,10,215.90,225.04,10
312295,10,0.80,0.40,1,0.70,0.46,1,0.90,0.30,4,4217.90,361.72,2,4199.90,303.68,10,138.40,21.71,10
313203,10,0.80,0.60,1,0.90,0.30,1,0.90,0.30,4,4233.50,314.12,1,4395.50,449.57,10,139.00,16.20,10
314186,10,2.40,0.49,16,1.00,0.00,1,7.80,20.74,4,4998.70,1278.74,1,4621.60,345.40,10,142.50,17.10,10
