Ntriples,Ntrials,Mean Query2(ms), Std Query2(ms), Nres Query2,Mean Query3(ms), Std Query3(ms), Nres Query3,Mean Query4(ms), Std Query4(ms), Nres Query4,Mean Query5(ms), Std Query5(ms), Nres Query5,Mean Query6(ms), Std Query6(ms), Nres Query6,Mean Query7(ms), Std Query7(ms), Nres Query7
787727,10,9.20,21.60,16,2.20,0.75,16,1.40,0.49,4,1690.90,507.06,2,2780.70,1418.24,10,210.60,487.80,10
788665,10,6.30,9.60,16,1.20,0.40,1,1.70,0.46,4,2354.80,1006.46,2,2304.40,636.29,10,64.50,38.58,10
789664,10,7.00,16.01,16,1.40,0.49,16,0.60,0.49,1,2246.70,921.18,2,2540.20,990.99,10,55.10,28.33,10
790595,10,12.50,23.25,16,1.50,0.50,16,0.90,0.30,4,2397.50,1160.04,2,2231.70,1059.48,10,47.40,4.43,10
791553,10,5.20,11.94,1,2.00,0.63,16,0.80,0.40,1,1877.00,1206.05,2,1743.10,393.26,10,46.40,5.46,10
792523,10,5.00,10.01,16,1.60,0.49,16,0.90,0.30,4,2046.60,1102.41,1,2069.40,723.43,10,57.60,10.17,10
793521,10,4.60,9.81,1,2.00,0.45,16,1.10,0.30,4,2603.80,1355.95,1,2476.00,751.52,10,50.80,9.94,10
794458,10,5.20,9.28,16,2.10,0.30,16,1.20,0.40,4,2507.40,1340.22,2,2376.70,653.82,10,54.50,18.29,10
795399,10,4.10,9.64,1,1.90,0.54,16,1.10,0.30,4,2680.00,1699.81,2,2038.20,956.39,10,55.10,19.84,10
796373,10,135.40,399.53,16,1.60,0.49,16,0.90,0.30,1,2373.60,1394.65,1,1607.00,39.52,10,52.50,19.26,10
797424,10,5.90,9.41,16,2.30,0.46,16,1.20,0.40,1,2116.40,1246.96,1,1926.30,831.68,10,48.70,16.86,10
798381,10,5.90,12.38,16,1.10,0.54,1,0.80,0.40,1,2289.50,1260.17,2,2414.40,660.87,10,49.90,15.38,10
799361,10,5.50,11.84,16,1.90,0.30,16,1.00,0.45,4,2562.50,1379.83,1,2288.10,619.35,10,53.80,34.82,10
800296,10,6.70,14.11,16,1.60,0.49,16,0.80,0.40,4,2586.80,1253.87,2,2095.90,920.88,10,49.10,3.01,10
801244,10,5.50,13.50,1,0.90,0.30,1,0.70,0.46,1,2295.60,1382.92,2,2061.20,940.51,10,174.00,383.01,10
802242,10,4.80,10.74,1,0.90,0.30,1,1.10,0.54,4,2923.00,1584.86,2,1866.80,792.16,10,52.90,15.69,10
803201,10,4.60,8.48,16,2.20,0.40,16,1.10,0.30,4,1654.10,439.43,2,2733.60,1396.34,10,55.90,21.23,10
804177,10,4.20,9.60,1,2.00,0.45,16,7.00,18.00,1,2395.10,1310.18,2,2920.30,1323.88,10,53.00,19.93,10
805162,10,4.60,10.47,1,1.20,0.40,1,1.20,0.40,4,2442.60,1394.17,2,3226.30,1896.46,10,47.20,15.07,10
806117,10,5.40,10.20,16,3.30,2.61,16,1.20,0.40,4,2023.40,1199.52,2,4063.90,1477.79,10,173.10,373.99,10
807065,10,5.40,12.54,1,1.90,0.30,16,0.60,0.49,1,2437.60,1743.85,1,3414.80,1500.66,10,171.90,366.04,10
808043,10,6.90,14.70,16,1.40,0.49,16,0.60,0.49,1,1956.10,1194.70,1,2396.60,1218.53,10,53.10,19.98,10
809000,10,6.80,14.74,16,7.10,14.97,16,0.90,0.30,1,2244.40,979.81,1,4959.00,2957.47,10,56.30,18.63,10
809989,10,5.90,11.71,16,1.80,0.60,16,0.80,0.40,4,2333.40,1022.63,1,5253.70,3109.34,10,54.60,15.66,10
810941,10,4.70,9.78,16,1.80,0.40,16,0.90,0.30,1,2270.20,912.01,2,5434.00,1904.46,10,172.90,382.41,10
811927,10,5.30,9.58,16,2.20,0.60,16,1.00,0.45,1,2256.40,1642.20,1,5200.30,445.37,10,46.60,6.20,10
812851,10,4.50,10.50,1,1.20,0.40,1,1.20,0.40,4,2043.90,1071.70,1,2538.50,1263.17,10,175.00,375.03,10
813803,10,5.70,11.77,16,1.80,0.60,16,1.10,0.30,4,2343.60,1384.28,1,4320.70,1134.30,10,203.70,469.47,10
814809,10,6.50,10.18,16,2.30,0.46,16,1.10,0.30,1,2608.80,1212.74,2,5377.10,3297.43,10,203.60,484.83,10
815809,10,8.00,17.67,16,1.20,0.40,1,0.90,0.30,4,2224.20,810.70,2,3212.90,2012.50,10,55.40,21.78,10
816802,10,5.30,10.25,16,1.80,0.60,16,0.80,0.40,1,2275.90,1267.31,2,3810.70,1934.74,10,53.30,15.23,10
817790,10,4.00,9.35,1,1.40,0.49,16,0.70,0.46,4,2043.20,904.52,1,3976.50,1426.40,10,52.30,18.96,10
818797,10,7.20,15.94,16,1.90,0.54,16,1.00,0.45,1,1907.70,1218.44,1,2847.50,1337.28,10,54.90,5.77,10
819796,10,5.30,10.25,16,1.10,0.30,1,1.20,0.40,4,2931.40,1479.58,1,3790.40,1538.53,10,55.30,12.57,10
820755,10,5.10,10.31,16,1.00,0.45,1,1.10,0.30,4,4880.60,2712.03,1,4688.60,2727.40,10,61.80,39.93,10
821718,10,4.40,9.87,1,156.90,464.37,16,1.00,0.45,4,4927.10,3509.80,1,4277.00,3213.59,10,49.50,15.14,10
822717,10,5.60,13.14,1,2.00,0.63,16,1.20,0.40,4,3178.60,1734.29,2,3097.50,1486.18,10,52.00,6.72,10
823703,10,7.40,15.54,16,2.80,0.40,16,1.30,0.46,1,2921.60,1280.09,1,2146.50,766.90,10,56.70,22.85,10
824707,10,3.90,9.37,1,1.20,0.40,1,0.80,0.40,4,2886.60,1582.05,1,2697.30,962.17,10,47.90,10.66,10
825652,10,5.60,11.14,16,1.10,0.30,1,0.90,0.30,4,2865.80,1679.46,2,2812.40,1217.02,10,73.00,50.92,10
826609,10,4.20,9.60,1,1.50,0.50,16,0.70,0.46,4,9711.70,862.34,2,3283.80,2031.24,10,59.80,44.25,10
827588,10,5.10,11.64,1,2.10,0.30,16,1.00,0.00,1,5437.90,2154.48,2,1861.70,541.13,10,49.20,15.79,10
828550,10,5.00,9.67,16,2.00,0.63,16,0.90,0.30,1,4497.60,1423.40,2,2050.50,888.27,10,53.00,22.71,10
829492,10,6.10,11.97,16,2.10,0.30,16,1.00,0.00,4,3367.00,1375.11,2,2045.90,858.68,10,63.30,47.67,10
830472,10,277.60,811.59,16,2.20,0.60,16,0.90,0.54,4,2724.80,1333.44,2,4089.80,1594.40,10,168.40,382.88,10
831433,10,4.90,11.37,1,1.40,0.49,1,1.00,0.00,1,3828.80,1764.84,1,2760.10,1177.50,10,50.10,15.90,10
832392,10,4.70,10.44,1,3.00,0.63,16,1.60,0.66,4,5158.90,2612.78,2,6762.60,1580.87,10,50.50,7.24,10
833315,10,8.20,18.61,16,1.00,0.00,1,0.60,0.49,4,2847.70,1801.35,1,6019.90,541.88,10,168.60,375.15,10
834260,10,4.80,10.74,1,1.00,0.00,1,1.10,0.83,4,3565.30,1980.91,2,5406.40,505.69,10,179.30,387.59,10
835264,10,5.20,9.95,16,1.70,0.46,16,1.00,0.00,4,5037.60,668.14,1,3308.30,1863.50,10,166.90,362.73,10
836217,10,3.90,9.05,1,0.80,0.40,1,0.70,0.46,4,5905.90,667.12,2,3499.20,1599.24,10,217.00,464.10,10
837208,10,5.20,12.27,1,1.20,0.40,1,0.90,0.54,4,6957.00,2655.71,2,6674.90,2745.42,10,61.50,37.48,10
